"","CN","PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CYCLE","CONDID","COND_STATUS_CD","FORTYPCD","FLDTYPCD","FORTYPCDCALC","MAPDEN","STDAGE","STDSZCD","FLDSZCD","DSTRBCD1","DSTRBYR1","DSTRBCD2","DSTRBYR2","DSTRBCD3","DSTRBYR3","TRTCD1","TRTYR1","TRTCD2","TRTYR2","TRTCD3","TRTYR3","BALIVE","LIVE_CANOPY_CVR_PCT","LIVE_MISSING_CANOPY_CVR_PCT","CRCOVPCT_RMRS","LAND_COVER_CLASS_CD"
"16064",336348661489998,188756984020004,2014,8,4,103,82094,"3",1,1,971,971,971,1,18,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16.8374,50,50,50,NA
"16065",336344125489998,188756908020004,2014,8,4,103,82347,"3",1,1,971,971,971,1,78,2,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,56.1907,58,58,58,NA
"16066",336377672489998,188756655020004,2014,8,4,103,83090,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"16067",336361075489998,188757172020004,2014,8,4,103,83669,"3",1,1,999,266,999,1,0,5,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20.6472,25,25,25,NA
"16068",336342696489998,188756882020004,2014,8,4,103,85494,"3",1,1,185,185,185,1,177,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,169.383,28,28,28,NA
"16069",336381544489998,188757039020004,2014,8,4,103,85671,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"16070",336348416489998,188756981020004,2014,8,4,103,85848,"3",1,1,185,185,185,1,191,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,101.6313,12,12,12,NA
"16071",336348417489998,188756981020004,2014,8,4,103,85848,"3",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA
"16072",336378156489998,188756702020004,2014,8,4,103,85948,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"16073",336344386489998,188756911020004,2014,8,4,103,86156,"3",1,1,971,971,971,1,17,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,58.3632,75,75,62,NA
"16074",336344387489998,188756911020004,2014,8,4,103,86156,"3",2,1,201,201,201,1,123,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,73.4343,58,61,58,NA
"16075",336351980489998,188757040020004,2014,8,4,103,86245,"3",1,1,999,703,999,1,0,5,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7.9579,32,45,28,NA
"16076",336351981489998,188757040020004,2014,8,4,103,86245,"3",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16077",336351418489998,188757028020004,2014,8,4,103,86259,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"16078",336351419489998,188757028020004,2014,8,4,103,86259,"3",2,1,971,971,971,1,28,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3.9053,20,20,13,NA
"16079",336351906489998,188757038020004,2014,8,4,103,86500,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"16080",336351907489998,188757038020004,2014,8,4,103,86500,"3",2,1,185,185,185,1,103,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,104.5075,44,44,44,NA
"16081",336343990489998,188756907020004,2014,8,4,103,86740,"3",1,1,901,901,901,1,92,2,2,20,9999,0,NA,0,NA,0,NA,0,NA,0,NA,84.0739,69,74,69,NA
"16082",336343991489998,188756907020004,2014,8,4,103,86740,"3",2,1,971,971,971,1,15,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,43.8514,53,53,53,NA
"16083",336347870489998,188756967020004,2014,8,4,103,86744,"3",1,1,185,185,185,1,149,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,82.8922,60,60,55,NA
"16084",336351126489998,188757024020004,2014,8,4,103,87023,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"16085",336351127489998,188757024020004,2014,8,4,103,87023,"3",2,1,971,971,971,1,17,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,31.6621,35,35,35,NA
"16086",336334225489998,188756685020004,2014,8,4,103,87271,"3",1,1,185,185,185,1,134,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,161.7057,51,51,51,NA
"16087",336379234489998,188756788020004,2014,8,4,103,87535,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16088",336344221489998,188756909020004,2014,8,4,103,87917,"3",1,1,971,971,971,1,16,3,1,12,9999,0,NA,0,NA,0,NA,0,NA,0,NA,29.9861,31,45,31,NA
"16089",336351832489998,188757037020004,2014,8,4,103,88057,"3",1,1,185,185,185,1,302,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,33.8529,16,16,14,NA
"16090",336348520489998,188756982020004,2014,8,4,103,88778,"3",1,1,185,185,185,1,65,1,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,66.5188,37,37,30,NA
"16091",336360827489998,188757169020004,2014,8,4,103,88957,"3",1,1,266,266,266,1,86,1,3,10,2010,0,NA,0,NA,0,NA,0,NA,0,NA,142.5666,65,69,65,NA
"16092",336360828489998,188757169020004,2014,8,4,103,88957,"3",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"16093",389697559489998,188757025020004,2014,8,4,103,89216,"3",1,1,971,971,971,1,16,3,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5.6696,35,35,35,NA
"16094",389697560489998,188757025020004,2014,8,4,103,89216,"3",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
"16095",336342823489998,188756883020004,2014,8,4,103,89566,"3",1,1,185,185,185,1,189,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,84.5992,21,21,21,NA
"16096",336361003489998,188757171020004,2014,8,4,103,89732,"3",1,1,901,901,901,1,92,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102.1978,40,40,40,NA
"16097",336380576489998,188756906020004,2014,8,4,103,89758,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA
"16098",336351186489998,188757026020004,2014,8,4,103,90333,"3",1,1,185,185,185,1,172,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,138.7817,56,56,56,NA
"16099",389697479489998,188756983020004,2014,8,4,103,90658,"3",1,1,185,185,185,1,207,1,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,142.71,16,16,12,NA
"16100",336341629489998,188756833020004,2014,8,4,113,80344,"3",1,1,266,266,266,1,93,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,103.5695,42,55,38,NA
"16101",336350079489998,188757011020004,2014,8,4,113,80906,"3",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,NA
"16102",336345211489998,188756920020004,2014,8,4,113,81914,"3",1,1,185,185,185,1,180,1,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49.955,13,16,6,NA
"16103",336352032489998,188757041020004,2014,8,4,113,83565,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"16104",336378574489998,188756734020004,2014,8,4,113,83645,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16105",336337315489998,188756745020004,2014,8,4,113,83883,"3",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,NA
"16106",336347071489998,188756948020004,2014,8,4,113,85073,"3",1,1,266,266,266,1,179,1,2,12,9999,0,NA,0,NA,0,NA,0,NA,0,NA,133.7181,47,69,43,NA
"16107",336380642489998,188756921020004,2014,8,4,113,86040,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA
"16108",336341132489998,188756826020004,2014,8,4,113,86114,"3",1,1,185,185,185,1,269,1,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,59.6076,27,29,25,NA
"16109",336347184489998,188756949020004,2014,8,4,113,86200,"3",1,1,971,971,971,1,75,2,2,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40.1505,41,48,41,NA
"16110",336347185489998,188756949020004,2014,8,4,113,86200,"3",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"16111",336335550489998,188756706020004,2014,8,4,113,86719,"3",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"16112",336349061489998,188756993020004,2014,8,4,113,90146,"3",1,1,221,221,221,1,96,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,157.7524,73,75,73,NA
"16113",336381170489998,188756974020004,2014,8,4,113,90423,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"16114",336391488489998,188757740020004,2014,8,5,1,80243,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16115",336391532489998,188757742020004,2014,8,5,1,82136,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA
"16116",336384140489998,188757366020004,2014,8,5,1,82665,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16117",336391554489998,188757743020004,2014,8,5,1,83515,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16118",336384162489998,188757367020004,2014,8,5,1,83683,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16119",336387572489998,188757543020004,2014,8,5,1,84146,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16120",336387374489998,188757530020004,2014,8,5,1,85068,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16121",336384866489998,188757404020004,2014,8,5,1,85259,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16122",336391510489998,188757741020004,2014,8,5,1,85808,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16123",336377958489998,188756682020004,2014,8,5,1,86027,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16124",336387352489998,188757529020004,2014,8,5,1,87602,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16125",336387594489998,188757544020004,2014,8,5,1,89638,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16126",336385174489998,188757419020004,2014,8,5,1,90210,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16127",336378376489998,188756722020004,2014,8,5,1,90771,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16128",336384690489998,188757393020004,2014,8,5,1,90914,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA
"16129",336377123489998,188756629020004,2014,8,5,5,80210,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"16130",336391598489998,188757745020004,2014,8,5,5,80927,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16131",336385218489998,188757421020004,2014,8,5,5,81118,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16132",336384206489998,188757369020004,2014,8,5,5,81254,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16133",336391576489998,188757744020004,2014,8,5,5,82328,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16134",336384888489998,188757405020004,2014,8,5,5,84058,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16135",336384184489998,188757368020004,2014,8,5,5,84117,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16136",336385306489998,188757425020004,2014,8,5,5,84481,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16137",336380092489998,188756865020004,2014,8,5,5,86321,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA
"16138",336385196489998,188757420020004,2014,8,5,5,88407,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16139",336389926489998,188757665020004,2014,8,5,9,80233,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16140",336391004489998,188757716020004,2014,8,5,9,80504,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16141",336389354489998,188757639020004,2014,8,5,9,80566,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16142",336379080489998,188756776020004,2014,8,5,9,82495,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16143",336389772489998,188757658020004,2014,8,5,9,82720,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16144",336389332489998,188757638020004,2014,8,5,9,83089,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16145",336332031489998,188756634020004,2014,8,5,9,83164,"3",1,1,185,185,185,1,143,1,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,59.213,20,21,24,NA
"16146",336379916489998,188756854020004,2014,8,5,9,83165,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16147",336389288489998,188757636020004,2014,8,5,9,83824,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16148",336379894489998,188756853020004,2014,8,5,9,83880,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16149",336379014489998,188756770020004,2014,8,5,9,84345,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16150",336377431489998,188756644020004,2014,8,5,9,84483,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16151",336390960489998,188757714020004,2014,8,5,9,85790,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16152",336390652489998,188757700020004,2014,8,5,9,86151,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16153",336377299489998,188756638020004,2014,8,5,9,86311,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16154",336389904489998,188757664020004,2014,8,5,9,86416,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16155",336389794489998,188757659020004,2014,8,5,9,86962,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16156",336390410489998,188757688020004,2014,8,5,9,87310,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16157",336389750489998,188757657020004,2014,8,5,9,87428,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16158",336390696489998,188757702020004,2014,8,5,9,87658,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16159",336389376489998,188757640020004,2014,8,5,9,88340,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16160",336389728489998,188757656020004,2014,8,5,9,89879,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16161",336389816489998,188757660020004,2014,8,5,9,90010,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16162",336390344489998,188757685020004,2014,8,5,9,90130,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16163",336390322489998,188757684020004,2014,8,5,9,90520,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16164",336390982489998,188757715020004,2014,8,5,9,90578,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16165",336389310489998,188757637020004,2014,8,5,9,90702,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16166",336389838489998,188757661020004,2014,8,5,9,90903,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16167",336388496489998,188757588020004,2014,8,5,11,81126,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16168",336390300489998,188757682020004,2014,8,5,11,82316,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16169",336384404489998,188757378020004,2014,8,5,11,82713,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA
"16170",336390234489998,188757679020004,2014,8,5,11,83537,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16171",336378992489998,188756769020004,2014,8,5,11,83826,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16172",336388430489998,188757585020004,2014,8,5,11,84205,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16173",336384338489998,188757375020004,2014,8,5,11,84865,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16174",336388408489998,188757584020004,2014,8,5,11,85084,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16175",336375834489998,188757683020004,2014,8,5,11,86132,"3",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
"16176",336388386489998,188757583020004,2014,8,5,11,86148,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16177",336388452489998,188757586020004,2014,8,5,11,88627,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16178",336378706489998,188756750020004,2014,8,5,11,89577,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16179",336384382489998,188757377020004,2014,8,5,11,89950,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16180",336390278489998,188757681020004,2014,8,5,11,90158,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16181",336377277489998,188756637020004,2014,8,5,11,90178,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16182",336388474489998,188757587020004,2014,8,5,11,90945,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16183",336390630489998,188757699020004,2014,8,5,17,80365,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16184",336389596489998,188757650020004,2014,8,5,17,80848,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16185",336389948489998,188757666020004,2014,8,5,17,81396,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16186",336391158489998,188757723020004,2014,8,5,17,81942,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16187",336378948489998,188756767020004,2014,8,5,17,81981,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16188",336389970489998,188757667020004,2014,8,5,17,81993,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16189",336380334489998,188756880020004,2014,8,5,17,83794,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16190",336387682489998,188757548020004,2014,8,5,17,83841,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16191",336386890489998,188757505020004,2014,8,5,17,84950,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16192",336388320489998,188757580020004,2014,8,5,17,85056,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16193",336391202489998,188757725020004,2014,8,5,17,85297,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16194",336377475489998,188756646020004,2014,8,5,17,85306,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16195",336391224489998,188757726020004,2014,8,5,17,85944,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16196",336391180489998,188757724020004,2014,8,5,17,86058,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"16197",336377255489998,188756636020004,2014,8,5,17,86849,"3",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
